S No.,Date,Notifier,H,M,R,L,Domain,OS,View
291,8/13/2020,QueenRaa@SecID7,,M,,,mistermaster.pk/ra.php,Linux,mirror
292,8/13/2020,?Mr.bonz-101,,,,,iserve.pk/core.html,Linux,mirror
293,8/12/2020,Royal Battler BD,,,,,www.fpe.com.pk/mad.html,Win 2016,mirror
294,8/11/2020,TU4N PRIVATE 404,,M,,,zasb.pk/s3x.php,Linux,mirror
295,8/11/2020,TU4N PRIVATE 404,,M,,,digitalplanet.com.pk/s3x.php,Linux,mirror
296,8/11/2020,MR.Donut's,,,,,technoville.pk/ohayou.php,Linux,mirror
297,8/10/2020,chinafans,,M,,,dinein.pk/o.htm,Win 2008,mirror
298,8/10/2020,chinafans,,M,,,whois.com.pk/o.htm,Win 2008,mirror
299,8/10/2020,chinafans,,M,,,apsa.org.pk/o.htm,Win 2008,mirror
300,8/10/2020,chinafans,,M,,,aegenterprises.com.pk/o.htm,Win 2008,mirror
301,8/10/2020,chinafans,,M,R,,managementconsultants.pk/o.htm,Win 2008,mirror
302,8/10/2020,chinafans,,M,,,uitu.edu.pk/o.htm,Win 2008,mirror
303,8/10/2020,chinafans,,M,,,aeg.com.pk/o.htm,Win 2008,mirror
304,8/10/2020,chinafans,,M,,,bitelo.pk/o.htm,Win 2008,mirror
305,8/10/2020,chinafans,,M,,,optimuserp.com.pk/o.htm,Win 2008,mirror
306,8/10/2020,chinafans,,M,,,ehn.com.pk/o.htm,Win 2008,mirror
307,8/10/2020,chinafans,,M,,,aegfrenchvisa.com.pk/o.htm,Win 2008,mirror
308,8/10/2020,chinafans,,M,R,,miltech.com.pk/o.htm,Win 2008,mirror
309,8/10/2020,chinafans,,M,R,,noble.com.pk/o.htm,Win 2008,mirror
310,8/10/2020,chinafans,,M,R,,pibt.com.pk/o.htm,Win 2008,mirror
311,8/10/2020,chinafans,,M,R,,infox.com.pk/o.htm,Win 2008,mirror
312,8/10/2020,chinafans,,M,R,,prconsultants.com.pk/o.htm,Win 2008,mirror
313,8/10/2020,chinafans,,M,,,hmc.org.pk/o.htm,Win 2012,mirror
314,8/10/2020,chinafans,,M,,,iapcms.com.pk/o.htm,Win 2012,mirror
315,8/10/2020,BabyMoon,,,,,warzish.pk/babymoon.txt,Linux,mirror
316,8/9/2020,TU4N PRIVATE 404,,,,,developmentlab.pk/n3t.php,Linux,mirror
317,8/8/2020,Error People Squad,,M,,,aas.net.pk/0x404.htm,Linux,mirror
318,8/8/2020,Error People Squad,,M,,,fmh.com.pk/0x404.htm,Linux,mirror
319,8/8/2020,Devil_Star,,M,,,www.aatech.pk/dvl.htm,Linux,mirror
320,8/8/2020,Devil_Star,,,,,marketingarena.com.pk/dvl.htm,Linux,mirror
321,8/8/2020,BE64L,,,,,www.itclouds.com.pk/yan.htm,Linux,mirror
322,8/6/2020,Entity Sider,,,R,,nationalestate.com.pk/index2.php,Linux,mirror
323,8/6/2020,chinafans,,,,,hakimsons.com.pk/o.htm,Linux,mirror
324,8/6/2020,chinafans,,M,,,7stripe.com.pk/o.htm,Linux,mirror
325,8/6/2020,chinafans,,,R,,yess.pk/o.htm,Linux,mirror
326,8/6/2020,sunnynehra,H,M,,,pakistanhalalauthority.org.pk,Win 2016,mirror
327,8/6/2020,sunnynehra,H,,,,pac.org.pk,Win 2016,mirror
328,8/6/2020,sunnynehra,H,,R,,dra.gov.pk,Win 2016,mirror
329,8/6/2020,sunnynehra,H,,R,,cda.gov.pk,Win 2016,mirror
330,8/6/2020,sunnynehra,H,,,,herakp.gov.pk,Win 2016,mirror
331,8/6/2020,sunnynehra,H,M,,,gvnc.edu.pk,Win 2016,mirror
332,8/6/2020,sunnynehra,H,,,,www.kpkep.gov.pk,Win 2016,mirror
333,8/6/2020,sunnynehra,H,M,,,www.ioekp.gov.pk,Win 2016,mirror
334,8/6/2020,sunnynehra,H,,,,www.pnac.gov.pk,Win 2016,mirror
335,8/6/2020,sunnynehra,H,M,,,www.sacgb.gov.pk,Win 2016,mirror
336,8/6/2020,sunnynehra,H,,R,,www.rootsinternational.edu.pk,Win 2016,mirror
337,8/5/2020,K1RA,,M,,,tadrees.pk/k1.htm,Linux,mirror
338,8/5/2020,K1RA,,M,,,ssf.org.pk/k1.htm,Linux,mirror
339,8/5/2020,K1RA,,M,,,coa.org.pk/k1.htm,Linux,mirror
340,8/5/2020,Electronic Thunderbolt Team,,M,,,conceptsunlimited.com.pk/1.html,Linux,mirror
341,8/5/2020,XSH3L1,,M,,,cgit.pk/ok.htm,Linux,mirror
342,8/5/2020,XSH3L1,,,,,bismillahfabrics.com.pk/ok.htm,Linux,mirror
343,8/4/2020,Clash Hackers,,M,,,www.trendzz.pk/cl.html,Linux,mirror
344,8/4/2020,L4NC34,,,,,mmkswelfaretrust.com.pk/cx.html,Linux,mirror
345,8/4/2020,TU4N PRIVATE 404,H,M,,,technomation.com.pk,Linux,mirror
346,8/3/2020,N00bs 0nLy,,M,,,buildchem.pk/yan.htm,Linux,mirror
347,8/3/2020,N00bs 0nLy,,M,,,fairyland.com.pk/yan.htm,Linux,mirror
348,8/2/2020,Mr.ToKeiChun69,,,,,trapp.pk/o.txt,Linux,mirror
349,8/1/2020,TheWayEnd,,,R,,bls.com.pk/kingofTR.html,Win 2012,mirror
350,8/1/2020,MiSh,,,,,nkc.org.pk/kroos.jpg,Linux,mirror
351,7/31/2020,TU4N PRIVATE 404,,,,,datacardprinters.pk/s3x.php,Linux,mirror
352,7/31/2020,TU4N PRIVATE 404,,M,,,arabianelevators.com.pk/s3x.php,Linux,mirror
353,7/31/2020,TU4N PRIVATE 404,,,,,ahil.com.pk/s3x.php,Linux,mirror
354,7/31/2020,Clash Hackers,,M,,,timecheck.com.pk/cl.txt,Linux,mirror
355,7/31/2020,Simsimi,,M,,,cigar.pk/xixi.html,Linux,mirror
356,7/31/2020,Simsimi,,M,,,cigars.pk/xixi.html,Linux,mirror
357,7/31/2020,Simsimi,,,,,ssalliance.com.pk/xixi.html,Linux,mirror
358,7/30/2020,chinafans,,M,,,aliainternational.com.pk/o.htm,Win 2016,mirror
359,7/30/2020,chinafans,,M,,,watsun.com.pk/o.htm,Win 2016,mirror
360,7/29/2020,TheWayEnd,H,,,,kashmirhoney.com.pk,Linux,mirror
361,7/29/2020,./hndraa,,,,,darco.pk/hen.html,Linux,mirror
362,7/28/2020,Pitch@u__DZ!!,,,,,carsalert.pk/index.html,Linux,mirror
363,7/28/2020,SpyHackerz.Com,H,,,,www.hitfasexpo.com.pk,Linux,mirror
364,7/27/2020,HEx,,M,R,,mirani.pk/HEx.html,Linux,mirror
365,7/27/2020,HEx,,M,R,,baloach.pk/HEx.html,Linux,mirror
366,7/27/2020,HEx,,M,R,,qaimkhani.pk/HEx.html,Linux,mirror
367,7/27/2020,HEx,,M,R,,chajjo.pk/HEx.html,Linux,mirror
368,7/27/2020,HEx,,M,R,,aarain.pk/HEx.html,Linux,mirror
369,7/27/2020,HEx,,M,R,,bhughio.pk/HEx.html,Linux,mirror
370,7/27/2020,HEx,,M,R,,buledi.pk/HEx.html,Linux,mirror
371,7/27/2020,HEx,,M,R,,bozdar.pk/HEx.html,Linux,mirror
372,7/27/2020,HEx,,M,R,,ahuja.pk/HEx.html,Linux,mirror
373,7/27/2020,HEx,,M,,,aawan.pk/HEx.html,Linux,mirror
374,7/27/2020,HEx,,M,R,,dayo.pk/HEx.html,Linux,mirror
375,7/27/2020,HEx,,M,R,,chachar.pk/HEx.html,Linux,mirror
376,7/27/2020,HEx,,M,R,,sundarni.pk/HEx.html,Linux,mirror
377,7/27/2020,HEx,,M,R,,bahoto.pk/HEx.html,Linux,mirror
378,7/27/2020,HEx,,M,R,,siyal.pk/HEx.html,Linux,mirror
379,7/27/2020,HEx,,M,,,bhagoor.pk/HEx.html,Linux,mirror
380,7/27/2020,HEx,,M,R,,batra.pk/HEx.html,Linux,mirror
381,7/27/2020,HEx,,M,,,mehar.pk/HEx.html,Linux,mirror
382,7/27/2020,HEx,,M,R,,bhojwani.pk/HEx.html,Linux,mirror
383,7/27/2020,HEx,,M,R,,baig.pk/HEx.html,Linux,mirror
384,7/27/2020,HEx,,M,R,,gabol.pk/HEx.html,Linux,mirror
385,7/27/2020,HEx,,M,R,,thaheem.pk/HEx.html,Linux,mirror
386,7/27/2020,HEx,,M,R,,brohi.pk/HEx.html,Linux,mirror
387,7/27/2020,HEx,,M,,,burhana.pk/HEx.html,Linux,mirror
388,7/26/2020,Harry_1337,H,M,R,,uog.com.pk,Linux,mirror
389,7/26/2020,Harry_1337,H,M,R,,smartbazar.com.pk,Linux,mirror
390,7/26/2020,Harry_1337,H,M,R,,ehsaas.org.pk,Linux,mirror
391,7/26/2020,Harry_1337,H,M,R,,studyhouse.pk,Linux,mirror
392,7/26/2020,Harry_1337,H,M,R,,pbsf.org.pk,Linux,mirror
393,7/26/2020,Harry_1337,H,M,R,,mul.com.pk,Linux,mirror
394,7/26/2020,Harry_1337,H,M,R,,chatbot.com.pk,Linux,mirror
395,7/25/2020,magelang6etar,,M,,,benq.com.pk/m6.htm,Linux,mirror
396,7/24/2020,./exot,,M,,,www.compass.com.pk/index.php,Linux,mirror
397,7/23/2020,Mr.OxyGeini7,,,,,msonlineservices.com.pk/jav.html,Linux,mirror
398,7/23/2020,MR.Donut's,,,,,newvision.pk/ohayou.php,Linux,mirror
399,7/22/2020,MiSh,,,R,,javedenterprises.com.pk/kroos.jpg,Unknown,mirror
400,7/22/2020,K1RA,,,,,server.childfriendly.pk/k1.htm,Linux,mirror
401,7/21/2020,Simsimi,,,,,energyalternatives.com.pk/xixi...,Linux,mirror
402,7/20/2020,MiSh,,,,,zubairmirza.pk/kroos.jpg,Linux,mirror
403,7/19/2020,Devil_Star,,,,,boostnetwork.pk/db.php,Linux,mirror
404,7/19/2020,Devil_Star,,,,,scart.pk/db.php,Linux,mirror
405,7/18/2020,MR.Donut's,,,,,tripcart.pk/ohayou.php,Linux,mirror
406,7/18/2020,Kuroneko404,,M,R,,craftwood.pk/404.php,Linux,mirror
407,7/18/2020,Kuroneko404,,M,R,,www.blinkcapital.com.pk/404.php,Linux,mirror
408,7/18/2020,Kuroneko404,,M,,,zroorat.pk/404.php,Linux,mirror
409,7/18/2020,Kuroneko404,,,R,,findhome.pk/404.php,Linux,mirror
410,7/18/2020,Mr.FeKo,H,M,,,nefco.pk,Linux,mirror
411,7/18/2020,Mr.FeKo,,M,,,mjtraders.com.pk/index.html,Linux,mirror
412,7/13/2020,MiSh,,,,,www.paksurgical.pk/image/data/...,Linux,mirror
413,7/13/2020,TheWayEnd,H,,,,privacylingerie.com.pk,Linux,mirror
414,7/11/2020,Royal Battler BD,,M,,,topmarketing.pk/b0x.html,Linux,mirror
415,7/11/2020,Royal Battler BD,,M,,,goonline.pk/b0x.html,Linux,mirror
416,7/11/2020,L4NC34,,,,,www.vservices.com.pk/as.php,Linux,mirror
417,7/9/2020,EbRaHiM-VaKeR,,,R,,www.shifa.com.pk/Ir.html,Linux,mirror
418,7/9/2020,./unn0rmaL,,,R,,chaseup.com.pk/26.html,Linux,mirror
419,7/8/2020,Mr.Kro0oz.305,,,,,pjp.pps.org.pk/public/site/ima...,Linux,mirror
420,7/7/2020,Pitch@u__DZ!!,H,M,,,instantskills.pk,Linux,mirror
421,7/6/2020,Mrb3hz4d,H,M,,,commissionerkarachi.gos.pk,Win 2012,mirror
422,7/6/2020,NULL SQU4D,,M,,,muslimmotors.com.pk/xploit.html,F5 Big-IP,mirror
423,7/5/2020,/MrAxxCT-,,,R,,www.fata.gov.pk/gotcha.txt,Unknown,mirror
424,7/3/2020,Bla3k_D3vil,,,,,uwjss.org.pk/d.htm,Linux,mirror
425,7/2/2020,Mr.Jinnah,H,,,,azadchaiwala.pk,Linux,mirror
426,7/2/2020,Blztr Hax0r,,,,,onetoall.pk/readme.html,Linux,mirror
427,7/2/2020,Mrb3hz4d,H,M,,,uoli.edu.pk,Win 2012,mirror
428,7/2/2020,Mrb3hz4d,,M,,,www.how.org.pk/Mrb3hz4d.html,Win 2012,mirror
429,7/2/2020,Mrb3hz4d,,,,,gctpb.gov.pk/Mrb3hz4d.html,Win 2012,mirror
430,7/1/2020,Mr.L3RB1,,,,,terraceapartments.pk/z.txt,Linux,mirror
431,7/1/2020,Devil_Star,,M,,,paktime.pk/pn.htm,Linux,mirror
432,6/29/2020,Hunter Bajwa,,,,,energyaudit.uet.edu.pk/1337.txt,Linux,mirror
433,6/29/2020,Hunter Bajwa,,,,,rcet.uet.edu.pk/1337.txt,Linux,mirror
434,6/29/2020,Hunter Bajwa,,,,,news.uet.edu.pk/1337.txt,Linux,mirror
435,6/29/2020,Hunter Bajwa,,M,,,conferences.uet.edu.pk/1337.txt,Linux,mirror
436,6/29/2020,Hunter Bajwa,,M,,,ubs.uet.edu.pk/1337.txt,Linux,mirror
437,6/29/2020,Hunter Bajwa,,,,,mtr.uet.edu.pk/1337.txt,Linux,mirror
438,6/29/2020,Hunter Bajwa,,M,,,cco.uet.edu.pk/1337.txt,Linux,mirror
439,6/29/2020,Hunter Bajwa,,M,,,ibm.uet.edu.pk/1337.txt,Linux,mirror
440,6/29/2020,Hunter Bajwa,,M,,,eeksk.uet.edu.pk/1337.txt,Linux,mirror
441,6/29/2020,Hunter Bajwa,,M,,,mining.uet.edu.pk/1337.txt,Linux,mirror
442,6/29/2020,Hunter Bajwa,,M,,,iohcf.uet.edu.pk/1337.txt,Linux,mirror
443,6/29/2020,Hunter Bajwa,,M,,,cse.uet.edu.pk/1337.txt,Linux,mirror
444,6/29/2020,Hunter Bajwa,,M,,,ee.uet.edu.pk/1337.txt,Linux,mirror
445,6/29/2020,Hunter Bajwa,,M,,,pnd.uet.edu.pk/1337.txt,Linux,mirror
446,6/29/2020,Hunter Bajwa,,M,,,cerad.uet.edu.pk/1337.txt,Linux,mirror
447,6/29/2020,Hunter Bajwa,,M,,,oric.uet.edu.pk/1337.txt,Linux,mirror
448,6/29/2020,Hunter Bajwa,,M,,,15icge-9aygec.uet.edu.pk/1337.txt,Linux,mirror
449,6/29/2020,Hunter Bajwa,,M,,,ceec.uet.edu.pk/1337.txt,Linux,mirror
450,6/29/2020,Hunter Bajwa,,M,,,diceew2016.uet.edu.pk/1337.txt,Linux,mirror
451,6/29/2020,Mr.Kro0oz.305,,,,,j.stmu.edu.pk/ojs/public/site/...,Linux,mirror
452,6/28/2020,Psyco666hosT,,M,,,sageschool.pk/a6.html,Linux,mirror
453,6/28/2020,Psyco666hosT,,M,,,vgs.edu.pk/a6.html,Linux,mirror
454,6/28/2020,Psyco666hosT,,,,,protontechnologies.pk/a6.html,Linux,mirror
455,6/27/2020,MrGalang,,M,,,aasolarsolutions.pk/nez.html,Linux,mirror
456,6/27/2020,MrGalang,,M,,,naqqash.pk/nez.html,Linux,mirror
457,6/27/2020,MrGalang,,M,,,californiadairydreams.pk/nez.html,Linux,mirror
458,6/27/2020,cyber_hunter,,,R,,gcuf.edu.pk/r00t.txt,Linux,mirror
459,6/24/2020,RUTH72_,,,,,www.nwgh.pk/ruth.htm,Linux,mirror
460,6/24/2020,Harry_1337,H,M,,,bazar.com.pk,Linux,mirror
461,6/24/2020,Harry_1337,H,,,,www.dsjmultan.com.pk,Linux,mirror
462,6/24/2020,KingSam,,,,,rcls.com.pk/pk.txt,Linux,mirror
463,6/23/2020,KrdSec,,M,,,uulrc.urbanunit.gov.pk/ks.html,Win 2012,mirror
464,6/23/2020,KrdSec,,M,,,uu.urbanunit.gov.pk/ks.html,Win 2012,mirror
465,6/23/2020,KrdSec,,M,,,usp.urbanunit.gov.pk/ks.html,Win 2012,mirror
466,6/23/2020,KrdSec,,M,,,uu1.urbanunit.gov.pk/ks.html,Win 2012,mirror
467,6/23/2020,KrdSec,,M,,,uog.urbanunit.gov.pk/ks.html,Win 2012,mirror
468,6/23/2020,KrdSec,,M,,,uipt.urbanunit.gov.pk/ks.html,Win 2012,mirror
469,6/23/2020,KrdSec,,M,,,uip.urbanunit.gov.pk/ks.html,Win 2012,mirror
470,6/23/2020,KrdSec,,M,,,sv.urbanunit.gov.pk/ks.html,Win 2012,mirror
471,6/23/2020,KrdSec,,M,,,pufprint.urbanunit.gov.pk/ks.html,Win 2012,mirror
472,6/23/2020,KrdSec,,M,,,puf.urbanunit.gov.pk/ks.html,Win 2012,mirror
473,6/23/2020,KrdSec,,M,,,pgdm.urbanunit.gov.pk/ks.html,Win 2012,mirror
474,6/23/2020,KrdSec,,M,,,pcgip.urbanunit.gov.pk/ks.html,Win 2012,mirror
475,6/23/2020,KrdSec,,M,,,olduu.urbanunit.gov.pk/ks.html,Win 2012,mirror
476,6/23/2020,KrdSec,,M,,,msdp.urbanunit.gov.pk/ks.html,Win 2012,mirror
477,6/23/2020,KrdSec,,M,,,jobs.urbanunit.gov.pk/ks.html,Win 2012,mirror
478,6/23/2020,KrdSec,,M,,,iswmgujranwala.urbanunit.gov.p...,Win 2012,mirror
479,6/23/2020,KrdSec,,M,,,icc.urbanunit.gov.pk/ks.html,Win 2012,mirror
480,6/23/2020,KrdSec,,M,,,dnadata.urbanunit.gov.pk/ks.html,Win 2012,mirror
481,6/23/2020,KrdSec,,M,,,csut.urbanunit.gov.pk/ks.html,Win 2012,mirror
482,6/23/2020,KrdSec,,M,,,content.urbanunit.gov.pk/ks.html,Win 2012,mirror
483,6/23/2020,KrdSec,,M,,,consultancy.urbanunit.gov.pk/k...,Win 2012,mirror
484,6/23/2020,KrdSec,,M,,,bookstore.urbanunit.gov.pk/ks....,Win 2012,mirror
485,6/23/2020,KrdSec,,M,,,bahawalpurmp.urbanunit.gov.pk/...,Win 2012,mirror
486,6/23/2020,KrdSec,,M,,,aljazari.urbanunit.gov.pk/ks.html,Win 2012,mirror
487,6/23/2020,MiSh,,,,,nasimcarpets.pk/wp-content/kro...,Linux,mirror
488,6/23/2020,MiSh,,,R,,www.computerzone.pk/jr.gif,Linux,mirror
489,6/21/2020,MiSh,,,R,,satellite.com.pk/kroos.jpg,Linux,mirror
490,6/19/2020,Explosion Squad Cyber,,,,,carebuilders.pk/11.txt,Linux,mirror
491,6/17/2020,Mr.Kro0oz.305,,,R,,jcs.uoch.edu.pk/public/site/im...,Linux,mirror
492,6/17/2020,Mr.Kro0oz.305,,,,,ppmj.org.pk/public/site/images...,Linux,mirror
493,6/16/2020,Mr.Kro0oz.305,,,,,www.sjesr.org.pk/ojs/public/si...,Linux,mirror
494,6/16/2020,MiSh,,M,,,steammasters.com.pk/wp-content...,Linux,mirror
495,6/16/2020,Calvin Bruce,,,,,officeempire.pk/calvin.html,Linux,mirror
496,6/16/2020,M A N D R A,,M,,,cgpi.pk/back.php,Linux,mirror
497,6/15/2020,MiSh,,,R,,ppma.org.pk/kroos.jpg,Linux,mirror
498,6/13/2020,lyxa,H,,R,,www.ntrc.gov.pk,Linux,mirror
499,6/12/2020,Error People Squad,,,,,mestore.pk/aeror.html,Linux,mirror
500,6/11/2020,Newbie_Tersakiti,,M,,,kamalvillage.pk/-.html,Linux,mirror
501,6/11/2020,Mr.Kro0oz.305,,,,,ojs.umt.edu.pk/public/site/ima...,Linux,mirror
502,6/11/2020,M A N D R A,,,,,cleangreenindex.gov.pk/MN.php,Linux,mirror
503,6/9/2020,Mr.Kro0oz.305,,M,R,,jll.uoch.edu.pk/public/site/im...,Linux,mirror
504,6/8/2020,Cyborg,,,,,dcthatta.gov.pk/cyborg.html,Linux,mirror
505,6/8/2020,Royal Battler BD,,,,,lejastore.pk/Mr_Sakib.php,Linux,mirror
506,6/8/2020,Mr.Kro0oz.305,,,,,pjo.org.pk/public/site/images/...,Linux,mirror
507,6/8/2020,Em3rGeNcY,,,,,jimdc.org.pk/public/site/image...,Linux,mirror
508,6/8/2020,Clash Hackers,,M,,,bookhome.urdubook.pk/cl.txt,Linux,mirror
509,6/8/2020,Clash Hackers,,M,,,darulshaour.urdubook.pk/cl.txt,Linux,mirror
510,6/8/2020,Clash Hackers,,M,,,iic.urdubook.pk/cl.txt,Linux,mirror
511,6/8/2020,Mr.Kro0oz.305,,,,,www.pjms.org.pk/public/site/im...,Linux,mirror
512,6/8/2020,MiSh,,,R,,sapgroup.com.pk/kroos.jpg,Linux,mirror
513,6/8/2020,Error People Squad,H,M,,,mindcare.pk,Linux,mirror
514,6/8/2020,Error People Squad,H,M,,,ezeee.pk,Linux,mirror
515,6/8/2020,Error People Squad,,M,,,buraaq.pk/weiqfj.php,Linux,mirror
516,6/8/2020,Error People Squad,H,M,,,i929.pk,Linux,mirror
517,6/8/2020,Error People Squad,,M,,,foodcare.pk/p7nwmp.php,Linux,mirror
518,6/7/2020,KrdSec,,M,,,mithisuccess.com.pk/ks.html,Win 2012,mirror
519,6/7/2020,KrdSec,,M,,,ajkzameen.gok.pk/ks.html,Win 2012,mirror
520,6/7/2020,KrdSec,,M,,,badloo.pk/ks.html,Win 2012,mirror
521,6/7/2020,KrdSec,,M,,,www.ajleathergroup.pk/ks.html,Win 2012,mirror
522,6/7/2020,KrdSec,,M,,,www.alnoorlibrary.com.pk/ks.html,Win 2012,mirror
523,6/7/2020,KrdSec,,M,,,aci.org.pk/ks.html,Win 2012,mirror
524,6/7/2020,KrdSec,,M,R,,www.daewoo.com.pk/ks.html,Win 2012,mirror
525,6/7/2020,KrdSec,,M,,,ais.com.pk/ks.html,Win 2012,mirror
526,6/7/2020,KrdSec,,M,R,,www.fastex.pk/ks.html,Win 2012,mirror
527,6/7/2020,KrdSec,,M,,,www.easyracks.net.pk/ks.html,Win 2012,mirror
528,6/7/2020,KrdSec,,M,,,www.kingtires.com.pk/ks.html,Win 2012,mirror
529,6/7/2020,KrdSec,,M,,,lcss.pk/ks.html,Win 2012,mirror
530,6/7/2020,KrdSec,,M,,,moazsteel.com.pk/ks.html,Win 2012,mirror
531,6/7/2020,KrdSec,,M,,,gixx.com.pk/ks.html,Win 2012,mirror
532,6/7/2020,KrdSec,,M,,,finlay.com.pk/ks.html,Win 2012,mirror
533,6/7/2020,KrdSec,,M,,,lanabizint.pk/ks.html,Win 2012,mirror
534,6/7/2020,KrdSec,,M,,,sastihati.pk/ks.html,Win 2012,mirror
535,6/7/2020,KrdSec,,M,,,fib.com.pk/ks.html,Win 2012,mirror
536,6/7/2020,KrdSec,,M,,,aljadeed.net.pk/ks.html,Win 2012,mirror
537,6/7/2020,KrdSec,,M,,,delivers.pk/ks.html,Win 2012,mirror
538,6/7/2020,KrdSec,,M,,,clinic1.pk/ks.html,Win 2012,mirror
539,6/7/2020,KrdSec,,M,,,arenamobile.pk/ks.html,Win 2012,mirror
540,6/7/2020,KrdSec,,M,R,,constech.com.pk/ks.html,Win 2012,mirror
541,6/7/2020,KrdSec,,M,,,amms.pk/ks.html,Win 2012,mirror
542,6/7/2020,KrdSec,,M,,,fscpak.com.pk/ks.html,Win 2012,mirror
543,6/7/2020,KrdSec,,M,,,beready.pk/ks.html,Win 2012,mirror
544,6/7/2020,KrdSec,,M,,,getinfo.pk/ks.html,Win 2012,mirror
545,6/7/2020,KrdSec,,M,,,daewoofastex.pk/ks.html,Win 2012,mirror
546,6/7/2020,KrdSec,,M,,,juconstruction.pk/ks.html,Win 2012,mirror
547,6/7/2020,KrdSec,,M,,,rapidcourier.pk/ks.html,Win 2012,mirror
548,6/7/2020,KrdSec,,M,,,lahorirentacar.com.pk/ks.html,Win 2012,mirror
549,6/7/2020,KrdSec,,M,,,qdpl.com.pk/ks.html,Win 2012,mirror
550,6/7/2020,KrdSec,,M,,,olss.pk/ks.html,Win 2012,mirror
551,6/7/2020,KrdSec,,M,,,pgshf.gop.pk/ks.html,Win 2012,mirror
552,6/7/2020,KrdSec,,M,,,suzukicharsaddamotors.com.pk/k...,Win 2012,mirror
553,6/7/2020,KrdSec,,M,,,totalclassified.com.pk/ks.html,Win 2012,mirror
554,6/7/2020,KrdSec,,M,,,tttc.com.pk/ks.html,Win 2012,mirror
555,6/7/2020,KrdSec,,M,,,ues.com.pk/ks.html,Win 2012,mirror
556,6/7/2020,KrdSec,,M,,,zainmarketing.pk/ks.html,Win 2012,mirror
557,6/7/2020,KrdSec,,,R,,urbanunit.gov.pk/ks.html,Win 2012,mirror
558,6/6/2020,Temp3,,M,,,kafeel.pk/ww3.txt,Linux,mirror
559,6/6/2020,Temp3,,M,,,maahir.com.pk/ww3.txt,Linux,mirror
560,6/6/2020,Temp3,,,,,scam.pk/ww3.txt,Linux,mirror
561,6/6/2020,./Papicemot212,H,,,,asaani.com.pk,Linux,mirror
562,6/5/2020,H4m4573r,H,,R,,www.pga.org.pk,Linux,mirror
563,6/5/2020,Xolots404,,,,,bikesales.com.pk/kk.html,Linux,mirror
564,6/5/2020,Clash Hackers,,M,,,onlinebookfair.pk/cl.txt,Linux,mirror
565,6/5/2020,Clash Hackers,,M,,,urdubook.pk/cl.txt,Linux,mirror
566,6/5/2020,Junaid 1337,,,R,,pidajk.gok.pk/index.html,Linux,mirror
567,6/4/2020,Hunter Bajwa,,M,R,,sstpsr.edu.pk//images/vuln.txt,Linux,mirror
568,6/4/2020,Mr.Kro0oz.305,,,,,journals.iub.edu.pk/public/sit...,Linux,mirror
569,6/4/2020,MiSh,,,R,,laps.edu.pk/kroos.jpg,Linux,mirror
570,6/4/2020,MiSh,,,R,,lawrencecollege.edu.pk/wp-cont...,Linux,mirror
571,6/4/2020,MiSh,,,R,,khanji.pk/kroos.jpg,Linux,mirror
572,6/3/2020,KingSkrupellos,,,R,,www.bahria.edu.pk/ojs/public/s...,Linux,mirror
573,6/3/2020,GH057_5P3C706,,M,,,rubian.pk/wp.html,Linux,mirror
574,6/3/2020,GH057_5P3C706,,M,,,brandedbazaar.pk/wp.html,Linux,mirror
575,6/3/2020,GH057_5P3C706,,M,,,www.bblc.com.pk/wp.html,Linux,mirror
576,6/3/2020,GH057_5P3C706,,M,,,bakhtawar.pk/wp.html,Linux,mirror
577,6/2/2020,Moroccan Revolution,,M,,,jb.uoch.edu.pk/public/site/ima...,Linux,mirror
578,6/2/2020,./Kitsune,,M,,,escortservice.pk/kit.php,Linux,mirror
579,6/2/2020,./Kitsune,,M,,,vipmodels.pk/kit.php,Linux,mirror
580,6/2/2020,./Kitsune,,M,,,viplahoregirls.pk/kit.php,Linux,mirror
581,6/2/2020,GH057_5P3C706,,M,R,,vertex.org.pk/wp.html,Linux,mirror
582,6/2/2020,Mr.Kro0oz.305,,,,,ojs.jass.pk/ojs/public/site/im...,Linux,mirror
583,6/2/2020,Mr.Kro0oz.305,,M,,,uwjst.org.pk/public/site/image...,Linux,mirror
584,6/2/2020,Mr.Kro0oz.305,,,,,www.ker.org.pk/public/site/ima...,Linux,mirror
585,6/2/2020,KingSkrupellos,,,,,jisrmsse.szabist.edu.pk/public...,Win 2008,mirror
586,6/2/2020,KingSkrupellos,,M,,,journals.salu.edu.pk/public/si...,Win 2012,mirror
587,6/2/2020,KingSkrupellos,,M,,,aahs.kmu.edu.pk/public/site/im...,Linux,mirror
588,6/2/2020,KingSkrupellos,,M,,,jpps.juw.edu.pk/public/site/im...,Linux,mirror
589,6/2/2020,KingSkrupellos,,,R,,jrs.uoch.edu.pk/public/site/im...,Linux,mirror
590,6/2/2020,KingSkrupellos,,M,R,,jecor.uoch.edu.pk/public/site/...,Linux,mirror
591,6/2/2020,KingSkrupellos,,,,,journal.psc.edu.pk/public/site...,Linux,mirror
592,6/2/2020,KingSkrupellos,,,,,jamc.ayubmed.edu.pk/public/sit...,Linux,mirror
593,6/2/2020,KingSkrupellos,,,,,almas.salu.edu.pk/public/site/...,Win 2012,mirror
594,6/2/2020,KingSkrupellos,,,R,,sujo.usindh.edu.pk/public/site...,Linux,mirror
595,6/2/2020,KingSkrupellos,,,,,jrre.ue.edu.pk/public/site/ima...,Linux,mirror
